event_id,title,home_team,away_team,event_slug,kickoff_utc,kickoff_beijing,target_pre1h_utc,raw_endDate,raw_startDate,home_price,draw_price,away_price,home_price_method,draw_price_method,away_price_method,home_price_quality,draw_price_quality,away_price_quality,home_trade_count,draw_trade_count,away_trade_count,home_trade_volume,draw_trade_volume,away_trade_volume,home_price_age_seconds,draw_price_age_seconds,away_price_age_seconds,home_price_point_utc,draw_price_point_utc,away_price_point_utc,home_window_start_utc,draw_window_start_utc,away_window_start_utc,home_odds,draw_odds,away_odds,home_prob_norm,draw_prob_norm,away_prob_norm,final_score,result_regular,match_ended,settled,home_country_code,home_country_zh,home_confederation,home_continent,home_fifa_ranking,home_is_host,away_country_code,away_country_zh,away_confederation,away_continent,away_fifa_ranking,away_is_host,same_confederation,same_continent,fifa_ranking_diff,match_number,stage,stage_order,competition_phase,group_code,stadium,host_city,is_elimination_match,group_matchday,favorite_side,favorite_prob_norm,underdog_prob_norm,home_away_prob_diff,top2_prob_gap,market_entropy,total_trade_count,total_trade_volume,quote_quality_min,home_rest_days,away_rest_days,home_matches_played_prior,away_matches_played_prior,rest_days_diff
351725,Côte d'Ivoire vs. Ecuador,Côte d'Ivoire,Ecuador,fifwc-civ-ecu-2026-06-14,2026-06-14T23:00:00+00:00,2026-06-15 07:00,2026-06-14T22:00:00+00:00,2026-06-14T23:00:00Z,2026-04-06T22:34:39.221031Z,0.27968717,0.33999492,0.38996844,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,103,176,688,25681.497023,12156.584658,74138.383644,0,0,0,2026-06-14T22:00:00+00:00,2026-06-14T22:00:00+00:00,2026-06-14T22:00:00+00:00,2026-06-14T21:57:00+00:00,2026-06-14T21:57:00+00:00,2026-06-14T21:57:00+00:00,3.5754,2.9412,2.5643,0.277,0.3367,0.3862,1-0,home,Y,Y,CIV,科特迪瓦,CAF,Africa,33,N,ECU,厄瓜多尔,CONMEBOL,South America,23,N,N,N,10,9,group-stage,1,group,E,Lincoln Financial Field,philadelphia,N,1,away,0.3862,0.277,-0.1092,0.0495,1.5719,967,111976.4653,high,,,0,0,
351726,Sweden vs. Tunisia,Sweden,Tunisia,fifwc-swe-tun-2026-06-14,2026-06-15T02:00:00+00:00,2026-06-15 10:00,2026-06-15T01:00:00+00:00,2026-06-15T02:00:00Z,2026-04-06T22:27:04.361232Z,0.50990365,0.28984964,0.2082783,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,91,13,14,27532.603206,458.269292,800.083318,0,2,3,2026-06-15T01:00:00+00:00,2026-06-15T00:59:58+00:00,2026-06-15T00:59:57+00:00,2026-06-15T00:57:00+00:00,2026-06-15T00:57:00+00:00,2026-06-15T00:57:00+00:00,1.9612,3.4501,4.8013,0.5058,0.2875,0.2066,5-1,home,Y,Y,SWE,瑞典,UEFA,Europe,38,N,TUN,突尼斯,CAF,Africa,45,N,N,N,-7,12,group-stage,1,group,F,Estadio BBVA,monterrey,N,1,home,0.5058,0.2066,0.2992,0.2183,1.4844,118,28790.9558,high,,,0,0,
351727,Spain vs. Cabo Verde,Spain,Cabo Verde,fifwc-esp-cvi-2026-06-15,2026-06-15T16:00:00+00:00,2026-06-16 00:00,2026-06-15T15:00:00+00:00,2026-06-15T16:00:00Z,2026-04-06T22:30:00.636492Z,0.92988194,0.05341091,0.02299767,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,44,4,19,14547.918075,225.328437,1825.109554,5,9,41,2026-06-15T14:59:55+00:00,2026-06-15T14:59:51+00:00,2026-06-15T14:59:19+00:00,2026-06-15T14:57:00+00:00,2026-06-15T14:57:00+00:00,2026-06-15T14:57:00+00:00,1.0754,18.7228,43.4827,0.9241,0.0531,0.0229,0-0,draw,Y,Y,ESP,西班牙,UEFA,Europe,2,N,CPV,佛得角,CAF,Africa,67,N,N,N,-65,14,group-stage,1,group,H,Mercedes-Benz Stadium,atlanta,N,1,home,0.9241,0.0229,0.9012,0.871,0.4549,67,16598.3561,high,,,0,0,
351728,Belgium vs. Egypt,Belgium,Egypt,fifwc-bel-egy-2026-06-15,2026-06-15T19:00:00+00:00,2026-06-16 03:00,2026-06-15T18:00:00+00:00,2026-06-15T19:00:00Z,2026-04-06T22:34:39.427606Z,0.63985643,0.23987147,0.14990654,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,182,47,65,35612.045,3112.239943,14017.066592,0,0,0,2026-06-15T18:00:00+00:00,2026-06-15T18:00:00+00:00,2026-06-15T18:00:00+00:00,2026-06-15T17:57:00+00:00,2026-06-15T17:57:00+00:00,2026-06-15T17:57:00+00:00,1.5629,4.1689,6.6708,0.6214,0.233,0.1456,1-1,draw,Y,Y,BEL,比利时,UEFA,Europe,9,N,EGY,埃及,CAF,Africa,29,N,N,N,-20,16,group-stage,1,group,G,Lumen Field,seattle,N,1,home,0.6214,0.1456,0.4758,0.3884,1.321,294,52741.3515,high,,,0,0,
351729,Saudi Arabia vs. Uruguay,Saudi Arabia,Uruguay,fifwc-ksa-ury-2026-06-15,2026-06-15T22:00:00+00:00,2026-06-16 06:00,2026-06-15T21:00:00+00:00,2026-06-15T22:00:00Z,2026-04-06T22:44:05.873415Z,0.11958025,0.21987539,0.67999578,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,77,42,86,9529.379917,7294.947215,174116.7034,2,2,0,2026-06-15T20:59:58+00:00,2026-06-15T20:59:58+00:00,2026-06-15T21:00:00+00:00,2026-06-15T20:57:00+00:00,2026-06-15T20:57:00+00:00,2026-06-15T20:57:00+00:00,8.3626,4.548,1.4706,0.1173,0.2157,0.667,1-1,draw,Y,Y,KSA,沙特阿拉伯,AFC,Asia,61,N,URU,乌拉圭,CONMEBOL,South America,16,N,N,N,45,13,group-stage,1,group,H,Hard Rock Stadium,miami,N,1,away,0.667,0.1173,-0.5497,0.4513,1.2297,205,190941.0305,high,,,0,0,
351730,IR Iran vs. New Zealand,IR Iran,New Zealand,fifwc-irn-nzl-2026-06-15,2026-06-16T01:00:00+00:00,2026-06-16 09:00,2026-06-16T00:00:00+00:00,2026-06-16T01:00:00Z,2026-04-06T22:38:23.66336Z,0.53843648,0.279708,0.19997873,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,43,15,19,1972.290678,2326.027129,4772.5,0,15,2,2026-06-16T00:00:00+00:00,2026-06-15T23:59:45+00:00,2026-06-15T23:59:58+00:00,2026-06-15T23:57:00+00:00,2026-06-15T23:57:00+00:00,2026-06-15T23:57:00+00:00,1.8572,3.5752,5.0005,0.5289,0.2747,0.1964,2-2,draw,Y,Y,IRN,伊朗,AFC,Asia,20,N,NZL,新西兰,OFC,Oceania,85,N,N,N,-65,15,group-stage,1,group,G,SoFi Stadium,los-angeles,N,1,home,0.5289,0.1964,0.3325,0.2542,1.4593,77,9070.8178,high,,,0,0,
351731,France vs. Senegal,France,Senegal,fifwc-fra-sen-2026-06-16,2026-06-16T19:00:00+00:00,2026-06-17 03:00,2026-06-16T18:00:00+00:00,2026-06-16T19:00:00Z,2026-04-06T22:32:24.186989Z,0.67999832,0.2195231,0.12832913,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,69,14,19,216450.539289,238.223618,3072.069203,4,79,7,2026-06-16T17:59:56+00:00,2026-06-16T17:58:41+00:00,2026-06-16T17:59:53+00:00,2026-06-16T17:57:00+00:00,2026-06-16T17:57:00+00:00,2026-06-16T17:57:00+00:00,1.4706,4.5553,7.7925,0.6616,0.2136,0.1249,3-1,home,Y,Y,FRA,法国,UEFA,Europe,3,N,SEN,塞内加尔,CAF,Africa,15,N,N,N,-12,17,group-stage,1,group,I,MetLife Stadium,new-york,N,1,home,0.6616,0.1249,0.5367,0.448,1.2448,102,219760.8321,high,,,0,0,
351732,Iraq vs. Norway,Iraq,Norway,fifwc-irq-nor-2026-06-16,2026-06-16T22:00:00+00:00,2026-06-17 06:00,2026-06-16T21:00:00+00:00,2026-06-16T22:00:00Z,2026-04-06T22:44:05.935885Z,0.06985663,0.1394089,0.80997597,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,28,33,54,8698.70997,5178.842826,4427.033234,26,10,4,2026-06-16T20:59:34+00:00,2026-06-16T20:59:50+00:00,2026-06-16T20:59:56+00:00,2026-06-16T20:57:00+00:00,2026-06-16T20:57:00+00:00,2026-06-16T20:57:00+00:00,14.315,7.1731,1.2346,0.0685,0.1368,0.7947,1-4,away,Y,Y,IRQ,伊拉克,AFC,Asia,57,N,NOR,挪威,UEFA,Europe,31,N,N,N,26,18,group-stage,1,group,I,Gillette Stadium,boston,N,1,away,0.7947,0.0685,-0.7262,0.6579,0.921,115,18304.586,high,,,0,0,
351733,Argentina vs. Algeria,Argentina,Algeria,fifwc-arg-alg-2026-06-16,2026-06-17T01:00:00+00:00,2026-06-17 09:00,2026-06-17T00:00:00+00:00,2026-06-17T01:00:00Z,2026-04-06T22:38:23.694511Z,0.64995007,0.22993061,0.12985702,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,111,58,23,13439.651355,3832.173449,2913.736892,1,4,4,2026-06-16T23:59:59+00:00,2026-06-16T23:59:56+00:00,2026-06-16T23:59:56+00:00,2026-06-16T23:57:00+00:00,2026-06-16T23:57:00+00:00,2026-06-16T23:57:00+00:00,1.5386,4.3491,7.7008,0.6437,0.2277,0.1286,3-0,home,Y,Y,ARG,阿根廷,CONMEBOL,South America,1,N,ALG,阿尔及利亚,CAF,Africa,28,N,N,N,-27,19,group-stage,1,group,J,Arrowhead Stadium,kansas-city,N,1,home,0.6437,0.1286,0.5151,0.416,1.2757,192,20185.5617,high,,,0,0,
351734,Austria vs. Jordan,Austria,Jordan,fifwc-aut-jor-2026-06-17,2026-06-17T04:00:00+00:00,2026-06-17 12:00,2026-06-17T03:00:00+00:00,2026-06-17T04:00:00Z,2026-04-06T22:46:26.949295Z,0.69995192,0.19533409,0.11060088,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,68,29,13,20378.712759,2736.23,2210.629687,2,2,0,2026-06-17T02:59:58+00:00,2026-06-17T02:59:58+00:00,2026-06-17T03:00:00+00:00,2026-06-17T02:57:00+00:00,2026-06-17T02:57:00+00:00,2026-06-17T02:57:00+00:00,1.4287,5.1194,9.0415,0.6959,0.1942,0.11,3-1,home,Y,Y,AUT,奥地利,UEFA,Europe,24,N,JOR,约旦,AFC,Asia,63,N,N,N,-39,20,group-stage,1,group,J,Levi's Stadium,san-francisco,N,1,home,0.6959,0.11,0.5859,0.5017,1.1734,110,25325.5724,high,,,0,0,
351735,Portugal vs. DR Congo,Portugal,DR Congo,fifwc-prt-cdr-2026-06-17,2026-06-17T17:00:00+00:00,2026-06-18 01:00,2026-06-17T16:00:00+00:00,2026-06-17T17:00:00Z,2026-04-06T22:32:24.181937Z,0.76994909,0.16998815,0.08,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,91,21,10,7349.915763,4685.902911,743.0,1,4,37,2026-06-17T15:59:59+00:00,2026-06-17T15:59:56+00:00,2026-06-17T15:59:23+00:00,2026-06-17T15:57:00+00:00,2026-06-17T15:57:00+00:00,2026-06-17T15:57:00+00:00,1.2988,5.8828,12.5,0.7549,0.1667,0.0784,1-1,draw,Y,Y,POR,葡萄牙,UEFA,Europe,5,N,COD,刚果民主共和国,CAF,Africa,46,N,N,N,-41,23,group-stage,1,group,K,NRG Stadium,houston,N,1,home,0.7549,0.0784,0.6765,0.5882,1.025,122,12778.8187,high,,,0,0,
351736,England vs. Croatia,England,Croatia,fifwc-eng-hrv-2026-06-17,2026-06-17T20:00:00+00:00,2026-06-18 04:00,2026-06-17T19:00:00+00:00,2026-06-17T20:00:00Z,2026-04-06T22:26:59.112345Z,0.57993671,0.25999999,0.17999182,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,74,37,151,14689.280236,2146.185333,17036.121074,1,2,1,2026-06-17T18:59:59+00:00,2026-06-17T18:59:58+00:00,2026-06-17T18:59:59+00:00,2026-06-17T18:57:00+00:00,2026-06-17T18:57:00+00:00,2026-06-17T18:57:00+00:00,1.7243,3.8462,5.5558,0.5686,0.2549,0.1765,4-2,home,Y,Y,ENG,英格兰,UEFA,Europe,4,N,HRV,克罗地亚,UEFA,Europe,11,N,Y,Y,-7,22,group-stage,1,group,L,AT&T Stadium,dallas,N,1,home,0.5686,0.1765,0.3921,0.3137,1.4074,262,33871.5866,high,,,0,0,
351737,Ghana vs. Panama,Ghana,Panama,fifwc-gha-pan-2026-06-17,2026-06-17T23:00:00+00:00,2026-06-18 07:00,2026-06-17T22:00:00+00:00,2026-06-17T23:00:00Z,2026-04-06T22:29:56.521665Z,0.40952902,0.30994844,0.2997464,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,73,62,132,23079.645029,12282.021579,12092.156639,1,1,1,2026-06-17T21:59:59+00:00,2026-06-17T21:59:59+00:00,2026-06-17T21:59:59+00:00,2026-06-17T21:57:00+00:00,2026-06-17T21:57:00+00:00,2026-06-17T21:57:00+00:00,2.4418,3.2263,3.3362,0.4018,0.3041,0.2941,1-0,home,Y,Y,GHA,加纳,CAF,Africa,73,N,PAN,巴拿马,CONCACAF,North America,34,N,N,N,39,21,group-stage,1,group,L,BMO Field,toronto,N,1,home,0.4018,0.2941,0.1077,0.0977,1.5701,267,47453.8232,high,,,0,0,
351738,Uzbekistan vs. Colombia,Uzbekistan,Colombia,fifwc-uzb-col-2026-06-17,2026-06-18T02:00:00+00:00,2026-06-18 10:00,2026-06-18T01:00:00+00:00,2026-06-18T02:00:00Z,2026-04-06T22:46:21.802577Z,0.09520719,0.2,0.71647296,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,17,16,53,2114.0,572.61,6172.375457,13,2,4,2026-06-18T00:59:47+00:00,2026-06-18T00:59:58+00:00,2026-06-18T00:59:56+00:00,2026-06-18T00:57:00+00:00,2026-06-18T00:57:00+00:00,2026-06-18T00:57:00+00:00,10.5034,5.0,1.3957,0.0941,0.1977,0.7082,1-3,away,Y,Y,UZB,乌兹别克斯坦,AFC,Asia,50,N,COL,哥伦比亚,CONMEBOL,South America,13,N,N,N,37,24,group-stage,1,group,K,Estadio Azteca,mexico-city,N,1,away,0.7082,0.0941,-0.6141,0.5105,1.1357,86,8858.9855,high,,,0,0,
351739,Czechia vs. South Africa,Czechia,South Africa,fifwc-cze-rsa-2026-06-18,2026-06-18T16:00:00+00:00,2026-06-19 00:00,2026-06-18T15:00:00+00:00,2026-06-18T16:00:00Z,2026-04-06T22:44:01.187797Z,0.53944285,0.26999349,0.20859309,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,data_api_vwap_3m_pre_anchor,high,high,high,230,39,28,18029.469519,32552.434405,1919.099995,1,5,4,2026-06-18T14:59:59+00:00,2026-06-18T14:59:55+00:00,2026-06-18T14:59:56+00:00,2026-06-18T14:57:00+00:00,2026-06-18T14:57:00+00:00,2026-06-18T14:57:00+00:00,1.8538,3.7038,4.794,0.5299,0.2652,0.2049,1-1,draw,Y,Y,CZE,捷克,UEFA,Europe,40,N,RSA,南非,CAF,Africa,60,N,N,N,-20,25,group-stage,1,group,A,Mercedes-Benz Stadium,atlanta,N,2,home,0.5299,0.2049,0.325,0.2647,1.4619,297,52501.0039,high,6.58,6.88,1,1,-0.3
